Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,64.0,1,28.0,0,1-2 Year,Yes,39167.0,26.0,284,0
Female,51.0,1,11.0,0,1-2 Year,Yes,26763.0,124.0,20,0
Female,22.0,1,5.0,0,< 1 Year,No,36654.0,152.0,51,0
Female,49.0,1,8.0,0,1-2 Year,No,38801.0,25.0,17,0
Male,34.0,1,41.0,1,1-2 Year,Yes,37573.0,124.0,152,0
Female,30.0,1,21.0,1,< 1 Year,No,2630.0,160.0,169,0
Male,50.0,1,28.0,0,> 2 Years,Yes,31260.0,26.0,59,1
Female,23.0,1,28.0,0,< 1 Year,Yes,41661.0,124.0,121,1
Female,29.0,1,18.0,1,< 1 Year,No,29479.0,152.0,256,0
Male,26.0,1,29.0,1,< 1 Year,No,31678.0,152.0,272,0
Female,32.0,1,3.0,0,1-2 Year,Yes,36839.0,26.0,248,1
Male,57.0,1,48.0,0,> 2 Years,Yes,2630.0,103.0,70,0
Female,60.0,1,45.0,1,1-2 Year,No,52381.0,124.0,172,0
Female,33.0,1,28.0,0,< 1 Year,Yes,32601.0,124.0,78,0
Male,49.0,1,35.0,1,1-2 Year,No,20437.0,26.0,208,0
Female,21.0,1,13.0,0,< 1 Year,No,25849.0,152.0,115,1
Male,28.0,1,10.0,0,< 1 Year,Yes,32474.0,152.0,178,0
Female,37.0,1,28.0,0,1-2 Year,Yes,61790.0,122.0,147,0
Male,30.0,1,14.0,1,< 1 Year,No,41858.0,152.0,283,0
Female,46.0,1,28.0,1,1-2 Year,No,53542.0,26.0,128,0
Female,24.0,1,2.0,1,< 1 Year,No,25498.0,152.0,281,0
Female,35.0,1,49.0,1,1-2 Year,No,19866.0,163.0,102,0
Female,68.0,1,28.0,1,1-2 Year,No,43191.0,61.0,234,0
Female,84.0,1,1.0,1,1-2 Year,No,2630.0,26.0,178,0
Male,51.0,1,8.0,0,> 2 Years,Yes,2630.0,124.0,72,0
Female,42.0,1,28.0,1,1-2 Year,No,41557.0,122.0,249,0
Male,49.0,1,7.0,0,1-2 Year,Yes,2630.0,26.0,66,0
Male,63.0,1,33.0,0,1-2 Year,Yes,2630.0,26.0,138,0
Male,28.0,1,8.0,1,< 1 Year,No,31212.0,152.0,151,0
Male,28.0,1,3.0,1,< 1 Year,No,2630.0,151.0,260,0
Male,22.0,1,46.0,1,< 1 Year,No,30301.0,152.0,227,0
Female,46.0,1,46.0,0,1-2 Year,Yes,33455.0,124.0,255,0
Female,24.0,1,15.0,0,< 1 Year,Yes,38387.0,151.0,265,0
Male,40.0,1,33.0,0,1-2 Year,Yes,2630.0,157.0,227,1
Male,53.0,1,9.0,0,1-2 Year,Yes,40285.0,26.0,108,0
Female,21.0,1,32.0,0,< 1 Year,Yes,27021.0,152.0,260,0
Female,22.0,1,28.0,0,< 1 Year,Yes,56206.0,152.0,41,0
Female,57.0,1,29.0,0,1-2 Year,Yes,45191.0,124.0,188,0
Female,34.0,1,15.0,1,1-2 Year,No,29405.0,122.0,104,0
Female,22.0,1,10.0,1,< 1 Year,No,20620.0,152.0,40,0
Male,21.0,1,37.0,1,1-2 Year,Yes,2630.0,156.0,264,0
Female,44.0,1,15.0,1,1-2 Year,No,2630.0,152.0,62,0
Male,24.0,1,9.0,0,< 1 Year,No,37353.0,152.0,232,0
Female,54.0,1,28.0,0,1-2 Year,Yes,39957.0,26.0,233,1
Male,33.0,1,21.0,1,< 1 Year,No,29556.0,152.0,185,0
Male,27.0,1,47.0,1,1-2 Year,No,27419.0,156.0,137,0
Male,33.0,1,28.0,1,< 1 Year,No,43248.0,152.0,174,0
Female,25.0,1,12.0,1,< 1 Year,No,24827.0,152.0,95,0
Male,39.0,1,15.0,0,1-2 Year,Yes,27474.0,160.0,250,0
Female,36.0,1,11.0,1,1-2 Year,No,39020.0,152.0,90,0
Male,37.0,1,28.0,0,1-2 Year,Yes,32876.0,152.0,43,0
Male,55.0,1,7.0,1,1-2 Year,No,58340.0,124.0,220,0
Female,23.0,1,17.0,1,< 1 Year,No,2630.0,152.0,109,0
Female,62.0,1,3.0,0,1-2 Year,Yes,26374.0,26.0,91,0
Female,31.0,1,8.0,1,< 1 Year,No,59374.0,152.0,291,0
Female,39.0,1,37.0,0,1-2 Year,Yes,31170.0,124.0,59,0
Female,63.0,1,23.0,0,1-2 Year,No,2630.0,156.0,182,0
Female,32.0,1,15.0,0,< 1 Year,No,30018.0,163.0,134,0
Female,50.0,1,28.0,0,1-2 Year,Yes,27029.0,122.0,149,0
Male,45.0,1,8.0,0,1-2 Year,No,33119.0,26.0,73,0
Male,50.0,1,38.0,0,1-2 Year,Yes,2630.0,156.0,16,0
Male,26.0,1,36.0,1,< 1 Year,No,32483.0,152.0,103,0
Female,27.0,1,10.0,1,< 1 Year,No,2630.0,152.0,28,0
Male,52.0,1,39.0,1,1-2 Year,No,2630.0,26.0,284,0
Female,39.0,1,41.0,0,1-2 Year,Yes,49341.0,124.0,280,0
Male,39.0,1,11.0,0,1-2 Year,Yes,27391.0,157.0,160,0
Female,56.0,1,16.0,0,1-2 Year,Yes,28980.0,26.0,112,1
Female,49.0,1,28.0,1,1-2 Year,No,44772.0,124.0,253,0
Female,51.0,1,17.0,1,1-2 Year,No,23622.0,26.0,196,0
Male,31.0,1,8.0,1,< 1 Year,No,62519.0,152.0,28,0
Female,28.0,1,11.0,1,< 1 Year,No,48587.0,152.0,86,0
Female,34.0,1,3.0,0,1-2 Year,Yes,2630.0,156.0,214,1
Female,23.0,1,8.0,1,< 1 Year,No,36549.0,152.0,204,0
Male,59.0,1,50.0,1,1-2 Year,No,21990.0,124.0,208,0
Female,28.0,1,14.0,1,< 1 Year,No,29978.0,152.0,29,0
Male,49.0,1,41.0,0,1-2 Year,Yes,26062.0,124.0,115,0
Female,28.0,1,43.0,1,< 1 Year,No,23304.0,152.0,164,0
Female,24.0,1,6.0,1,< 1 Year,No,28717.0,152.0,30,0
Female,27.0,1,25.0,1,< 1 Year,No,32831.0,152.0,24,0
Female,26.0,1,9.0,0,< 1 Year,No,39802.0,152.0,229,0
Male,47.0,1,29.0,1,1-2 Year,Yes,2630.0,26.0,234,0
Male,25.0,1,30.0,1,< 1 Year,No,36274.0,152.0,28,0
Male,38.0,1,0.0,0,1-2 Year,No,2630.0,122.0,59,0
Male,39.0,1,0.0,0,1-2 Year,Yes,2630.0,55.0,62,0
Male,28.0,1,46.0,0,< 1 Year,Yes,32215.0,124.0,252,0
Male,49.0,1,28.0,1,1-2 Year,No,30146.0,124.0,243,0
Male,26.0,1,6.0,1,< 1 Year,No,32474.0,152.0,85,0
Male,27.0,1,13.0,1,< 1 Year,No,25443.0,152.0,246,0
Male,39.0,1,28.0,0,1-2 Year,No,53563.0,124.0,281,0
Female,21.0,1,28.0,0,1-2 Year,Yes,39999.0,26.0,173,0
Male,62.0,1,28.0,0,1-2 Year,Yes,42078.0,124.0,58,0
Male,20.0,1,18.0,0,< 1 Year,Yes,2630.0,163.0,272,1
Male,47.0,1,28.0,0,1-2 Year,Yes,30041.0,55.0,49,0
Male,28.0,1,41.0,1,< 1 Year,No,28486.0,152.0,146,0
Female,20.0,1,28.0,0,1-2 Year,Yes,2630.0,26.0,84,0
Female,25.0,1,28.0,0,< 1 Year,Yes,55858.0,152.0,42,1
Male,24.0,1,8.0,1,< 1 Year,No,47975.0,152.0,136,0
Female,61.0,1,28.0,0,1-2 Year,No,54583.0,124.0,284,0
Female,22.0,1,8.0,1,< 1 Year,No,37855.0,152.0,131,0
Male,24.0,1,21.0,1,< 1 Year,No,34768.0,152.0,266,0
Male,53.0,1,28.0,0,1-2 Year,Yes,29686.0,26.0,31,1
Male,55.0,1,46.0,0,1-2 Year,Yes,27124.0,30.0,134,0
Female,47.0,1,50.0,0,1-2 Year,Yes,30621.0,26.0,253,0
Male,25.0,1,13.0,1,< 1 Year,No,19523.0,152.0,17,0
Female,70.0,1,15.0,0,1-2 Year,Yes,46062.0,157.0,281,0
Female,56.0,1,8.0,1,1-2 Year,No,48590.0,26.0,27,0
Male,78.0,1,23.0,0,> 2 Years,Yes,27031.0,157.0,213,0
Female,52.0,1,28.0,1,1-2 Year,Yes,38283.0,26.0,266,0
Male,55.0,1,15.0,1,1-2 Year,No,29071.0,26.0,292,0
Female,20.0,1,36.0,0,< 1 Year,No,28811.0,160.0,119,0
Male,61.0,1,38.0,1,1-2 Year,No,34212.0,124.0,55,0
Male,45.0,1,28.0,0,1-2 Year,No,36627.0,26.0,106,0
Male,22.0,1,41.0,1,< 1 Year,No,25285.0,152.0,105,0
Female,69.0,1,28.0,0,1-2 Year,Yes,52148.0,124.0,225,0
Female,25.0,1,29.0,1,< 1 Year,No,27636.0,152.0,254,0
Male,27.0,1,28.0,1,< 1 Year,No,23533.0,152.0,96,0
Male,43.0,1,8.0,0,1-2 Year,Yes,43943.0,124.0,119,0
Female,29.0,1,28.0,1,< 1 Year,No,44739.0,152.0,188,0
Female,74.0,1,28.0,0,1-2 Year,Yes,27441.0,26.0,174,0
Male,42.0,1,48.0,1,1-2 Year,No,2630.0,120.0,91,0
Male,59.0,1,46.0,1,1-2 Year,No,2630.0,91.0,237,0
Male,49.0,1,28.0,0,1-2 Year,Yes,33265.0,26.0,185,0
Female,41.0,1,28.0,0,1-2 Year,Yes,34580.0,124.0,19,1
Male,53.0,1,41.0,0,1-2 Year,Yes,34128.0,26.0,257,1
Male,53.0,1,36.0,0,1-2 Year,Yes,2630.0,124.0,275,0
Female,21.0,1,15.0,1,< 1 Year,Yes,24280.0,152.0,104,0
Male,80.0,1,28.0,0,> 2 Years,Yes,66318.0,122.0,37,0
Female,27.0,1,28.0,1,< 1 Year,No,54373.0,152.0,211,0
Female,25.0,1,27.0,1,< 1 Year,No,32453.0,152.0,18,0
Male,23.0,1,50.0,1,< 1 Year,No,40909.0,152.0,271,0
Male,46.0,1,37.0,0,1-2 Year,Yes,2630.0,8.0,270,0
Female,47.0,1,28.0,0,1-2 Year,No,35910.0,26.0,92,0
Male,50.0,1,46.0,1,1-2 Year,Yes,21352.0,124.0,118,0
Female,48.0,1,0.0,1,1-2 Year,No,2630.0,122.0,40,0
Male,27.0,1,28.0,1,< 1 Year,No,69879.0,152.0,41,0
Male,41.0,1,48.0,1,1-2 Year,No,2630.0,124.0,12,0
Male,50.0,1,41.0,0,1-2 Year,Yes,32543.0,124.0,52,1
Female,28.0,1,30.0,1,< 1 Year,No,29220.0,152.0,36,0
Female,60.0,1,41.0,0,> 2 Years,Yes,42825.0,12.0,206,0
Female,28.0,1,28.0,1,< 1 Year,No,31023.0,152.0,148,0
Female,25.0,1,28.0,1,< 1 Year,No,42977.0,152.0,246,0
Female,26.0,1,21.0,1,< 1 Year,No,26100.0,152.0,40,0
Female,27.0,1,1.0,0,< 1 Year,Yes,2630.0,152.0,36,0
Female,22.0,1,22.0,1,< 1 Year,No,29062.0,152.0,11,0
Female,47.0,1,48.0,0,> 2 Years,Yes,2630.0,26.0,252,1
Male,49.0,1,35.0,0,1-2 Year,Yes,43619.0,10.0,21,0
Female,24.0,1,6.0,1,< 1 Year,No,47494.0,152.0,265,0
Male,54.0,1,28.0,1,1-2 Year,No,44596.0,26.0,201,0
Female,22.0,1,28.0,1,< 1 Year,No,26120.0,152.0,279,0
Female,53.0,1,2.0,1,1-2 Year,No,41676.0,124.0,29,0
Male,50.0,1,45.0,0,1-2 Year,Yes,28754.0,26.0,297,1
Male,52.0,1,28.0,0,1-2 Year,Yes,19280.0,26.0,277,0
Female,39.0,1,24.0,0,1-2 Year,Yes,44685.0,124.0,135,0
Female,28.0,1,45.0,1,< 1 Year,No,23982.0,152.0,223,0
Female,36.0,1,30.0,0,1-2 Year,Yes,25679.0,26.0,47,0
Female,22.0,1,39.0,0,< 1 Year,Yes,35577.0,152.0,139,1
Male,21.0,1,39.0,0,1-2 Year,Yes,31025.0,26.0,274,0
Female,24.0,1,21.0,1,< 1 Year,No,27592.0,152.0,29,0
Male,25.0,1,30.0,1,< 1 Year,No,24204.0,152.0,94,0
Male,44.0,1,48.0,0,> 2 Years,Yes,2630.0,157.0,270,0
Female,24.0,1,4.0,1,< 1 Year,No,2630.0,152.0,73,0
Male,21.0,1,13.0,0,< 1 Year,Yes,2630.0,160.0,71,0
Male,23.0,1,46.0,1,< 1 Year,No,26848.0,160.0,157,0
Male,41.0,1,16.0,0,1-2 Year,Yes,29838.0,152.0,255,0
Male,26.0,1,41.0,1,< 1 Year,No,53624.0,152.0,63,0
Male,24.0,1,37.0,0,< 1 Year,No,31368.0,152.0,289,0
Male,24.0,1,37.0,0,< 1 Year,Yes,30317.0,152.0,260,0
Male,36.0,1,1.0,0,1-2 Year,Yes,2630.0,3.0,82,0
Male,53.0,1,28.0,0,1-2 Year,Yes,51306.0,124.0,32,1
Female,25.0,1,29.0,1,< 1 Year,No,22654.0,152.0,293,0
Female,50.0,1,33.0,0,1-2 Year,Yes,28259.0,26.0,252,0
Male,55.0,1,28.0,0,1-2 Year,No,50722.0,52.0,71,0
Female,27.0,1,28.0,1,< 1 Year,No,43835.0,26.0,136,0
Female,24.0,1,15.0,0,< 1 Year,Yes,45478.0,152.0,232,0
Female,24.0,1,35.0,1,< 1 Year,No,30896.0,152.0,137,0
Male,51.0,1,28.0,1,1-2 Year,No,2630.0,26.0,200,0
Male,43.0,1,28.0,0,1-2 Year,No,43660.0,124.0,144,0
Female,70.0,1,45.0,0,1-2 Year,Yes,24356.0,124.0,289,1
Male,76.0,1,36.0,0,1-2 Year,Yes,46633.0,124.0,288,0
Male,55.0,1,28.0,0,1-2 Year,Yes,37142.0,124.0,134,0
Female,21.0,1,7.0,0,< 1 Year,No,2630.0,152.0,216,0
Female,42.0,1,8.0,0,1-2 Year,Yes,24507.0,26.0,209,0
Female,24.0,1,8.0,1,< 1 Year,No,27866.0,152.0,169,0
Male,25.0,1,28.0,1,< 1 Year,No,28923.0,152.0,125,0
Female,60.0,1,50.0,1,1-2 Year,No,22406.0,8.0,80,0
Female,22.0,1,28.0,0,< 1 Year,Yes,42974.0,149.0,138,0
Female,60.0,1,18.0,1,1-2 Year,No,35154.0,26.0,36,0
Male,42.0,1,18.0,0,1-2 Year,Yes,2630.0,124.0,239,1
Female,38.0,1,10.0,1,1-2 Year,No,2630.0,152.0,73,0
Male,43.0,1,22.0,0,1-2 Year,Yes,26677.0,124.0,36,0
Male,53.0,1,27.0,1,1-2 Year,No,39775.0,26.0,40,0
Male,23.0,1,37.0,1,< 1 Year,No,35345.0,152.0,119,0
Male,41.0,1,36.0,0,1-2 Year,No,43054.0,26.0,260,0
Male,46.0,1,12.0,0,1-2 Year,Yes,23867.0,124.0,150,1
Female,41.0,1,14.0,0,1-2 Year,Yes,36880.0,124.0,272,1
Male,61.0,1,28.0,0,1-2 Year,Yes,53823.0,26.0,210,0
Male,32.0,1,21.0,0,< 1 Year,Yes,26051.0,152.0,75,0
Female,25.0,1,15.0,0,< 1 Year,Yes,28248.0,160.0,166,0
Male,52.0,1,8.0,0,> 2 Years,Yes,27702.0,26.0,274,1
Male,68.0,1,28.0,0,> 2 Years,Yes,47615.0,52.0,76,0
Female,31.0,1,15.0,0,< 1 Year,Yes,31455.0,152.0,24,0
Male,38.0,1,32.0,0,1-2 Year,Yes,28497.0,124.0,201,0
Female,40.0,1,28.0,0,1-2 Year,Yes,72735.0,26.0,227,0
Male,26.0,1,11.0,1,< 1 Year,No,29936.0,152.0,195,0
Male,25.0,1,49.0,0,< 1 Year,No,30909.0,152.0,104,0
Male,39.0,1,8.0,0,1-2 Year,Yes,2630.0,154.0,203,0
Male,31.0,1,28.0,0,1-2 Year,Yes,27300.0,121.0,119,0
Male,24.0,1,7.0,0,< 1 Year,No,30254.0,160.0,52,0
Female,49.0,1,28.0,0,1-2 Year,Yes,34146.0,114.0,167,0
Female,22.0,1,37.0,0,< 1 Year,Yes,28567.0,152.0,293,0
Female,49.0,1,28.0,1,1-2 Year,No,26371.0,26.0,53,0
Male,32.0,1,38.0,1,1-2 Year,Yes,41015.0,154.0,91,0
Female,44.0,1,35.0,0,1-2 Year,Yes,2630.0,26.0,120,1
Male,69.0,1,28.0,1,1-2 Year,No,37500.0,26.0,20,0
Female,32.0,1,36.0,0,1-2 Year,Yes,2630.0,156.0,98,0
Female,35.0,1,28.0,1,1-2 Year,No,24799.0,124.0,13,0
Male,20.0,1,46.0,1,< 1 Year,No,30350.0,160.0,135,0
Female,70.0,1,28.0,1,1-2 Year,Yes,29247.0,156.0,129,0
Male,49.0,1,8.0,1,1-2 Year,Yes,33945.0,124.0,91,0
Female,24.0,1,49.0,0,< 1 Year,Yes,38171.0,151.0,50,0
Female,76.0,1,28.0,1,1-2 Year,No,89139.0,25.0,109,0
Male,22.0,1,46.0,1,< 1 Year,No,30848.0,152.0,160,0
Female,21.0,1,46.0,1,< 1 Year,No,31900.0,160.0,165,0
Female,24.0,1,14.0,1,< 1 Year,No,42162.0,152.0,273,0
Female,27.0,1,28.0,1,< 1 Year,No,35857.0,152.0,90,0
Male,46.0,1,8.0,0,1-2 Year,Yes,39218.0,124.0,104,0
Male,63.0,1,9.0,1,1-2 Year,No,21388.0,124.0,116,0
Male,41.0,1,39.0,0,1-2 Year,Yes,30214.0,124.0,145,0
Female,24.0,1,41.0,1,< 1 Year,No,44161.0,152.0,34,0
Female,28.0,1,5.0,1,< 1 Year,No,21929.0,152.0,108,0
Male,25.0,1,28.0,1,< 1 Year,No,48357.0,152.0,52,0
Male,26.0,1,37.0,0,< 1 Year,Yes,31537.0,152.0,189,0
Male,72.0,1,28.0,0,> 2 Years,Yes,48835.0,26.0,54,0
Male,42.0,1,38.0,0,1-2 Year,Yes,44017.0,124.0,92,0
Female,22.0,1,15.0,0,< 1 Year,Yes,27518.0,152.0,167,0
Female,29.0,1,28.0,0,< 1 Year,Yes,37813.0,26.0,130,1
Female,30.0,1,11.0,1,< 1 Year,No,65218.0,152.0,116,0
Female,24.0,1,47.0,0,< 1 Year,Yes,33243.0,152.0,55,0
Male,53.0,1,23.0,0,1-2 Year,Yes,2630.0,157.0,124,0
Male,55.0,1,28.0,0,1-2 Year,Yes,36769.0,124.0,136,0
Female,36.0,1,28.0,0,1-2 Year,Yes,2630.0,42.0,174,0
Female,30.0,1,28.0,0,1-2 Year,Yes,31785.0,124.0,156,0
Male,46.0,1,41.0,0,1-2 Year,Yes,33761.0,124.0,196,0
Female,31.0,1,12.0,0,1-2 Year,Yes,2630.0,154.0,23,0
Female,22.0,1,12.0,1,< 1 Year,No,27243.0,152.0,134,0
Male,22.0,1,33.0,1,< 1 Year,No,34951.0,152.0,285,0
Female,61.0,1,39.0,0,1-2 Year,Yes,29213.0,124.0,187,0
Female,33.0,1,8.0,1,< 1 Year,No,36192.0,152.0,88,0
Male,56.0,1,28.0,0,> 2 Years,Yes,43020.0,124.0,234,0
Male,48.0,1,8.0,0,1-2 Year,Yes,29690.0,26.0,152,0
Male,22.0,1,11.0,1,< 1 Year,No,2630.0,160.0,92,0
Female,38.0,1,35.0,0,1-2 Year,Yes,2630.0,124.0,66,0
Male,29.0,1,50.0,1,< 1 Year,No,27907.0,8.0,240,0
Male,61.0,1,5.0,1,1-2 Year,No,29307.0,26.0,162,0
Male,33.0,1,28.0,0,1-2 Year,Yes,2630.0,156.0,175,1
Male,39.0,1,14.0,0,1-2 Year,Yes,25576.0,154.0,162,1
Female,24.0,1,46.0,0,< 1 Year,Yes,38313.0,152.0,182,0
Male,61.0,1,41.0,0,1-2 Year,Yes,26952.0,124.0,146,0
Female,42.0,1,28.0,0,1-2 Year,Yes,33696.0,124.0,61,1
Male,37.0,1,46.0,0,1-2 Year,Yes,22458.0,124.0,15,0
Male,24.0,1,11.0,0,< 1 Year,Yes,2630.0,152.0,260,0
Male,21.0,1,36.0,0,1-2 Year,Yes,61339.0,124.0,98,0
Male,62.0,1,8.0,0,1-2 Year,Yes,44209.0,26.0,66,0
Female,53.0,1,47.0,0,1-2 Year,Yes,42483.0,156.0,247,0
Male,48.0,1,46.0,0,1-2 Year,Yes,25166.0,26.0,86,1
Male,50.0,1,28.0,0,1-2 Year,Yes,45307.0,25.0,172,1
Female,23.0,1,18.0,0,< 1 Year,Yes,2630.0,160.0,130,0
Female,22.0,1,32.0,0,< 1 Year,Yes,27339.0,152.0,14,0
Female,30.0,1,35.0,1,< 1 Year,No,2630.0,152.0,189,0
Female,45.0,1,8.0,0,1-2 Year,No,35633.0,124.0,274,0
Female,39.0,1,40.0,1,1-2 Year,No,2630.0,154.0,98,0
Male,59.0,1,46.0,1,1-2 Year,Yes,31932.0,124.0,225,0
Female,29.0,1,8.0,1,< 1 Year,No,58743.0,152.0,190,0
Female,23.0,1,8.0,1,< 1 Year,No,63298.0,26.0,123,0
Female,34.0,1,3.0,0,1-2 Year,Yes,2630.0,124.0,29,1
Female,28.0,1,15.0,1,< 1 Year,No,33929.0,152.0,286,0
Female,27.0,1,37.0,1,< 1 Year,No,29313.0,152.0,130,0
Female,23.0,1,8.0,0,< 1 Year,Yes,37106.0,152.0,289,0
Male,30.0,1,8.0,1,1-2 Year,No,27767.0,124.0,103,0
Male,57.0,1,38.0,0,1-2 Year,No,34077.0,124.0,71,0
Male,41.0,1,18.0,1,1-2 Year,No,41947.0,124.0,65,0
Male,42.0,1,28.0,0,1-2 Year,Yes,58385.0,124.0,265,1
Male,39.0,1,50.0,1,1-2 Year,No,2630.0,154.0,100,0
Female,74.0,1,41.0,1,1-2 Year,Yes,38370.0,26.0,185,0
Female,25.0,1,28.0,0,< 1 Year,Yes,39549.0,152.0,188,1
Female,46.0,1,2.0,0,1-2 Year,Yes,2630.0,124.0,51,0
Female,22.0,1,33.0,1,< 1 Year,No,34725.0,152.0,99,0
Female,32.0,1,45.0,0,1-2 Year,Yes,30988.0,124.0,108,0
Male,56.0,1,41.0,0,1-2 Year,Yes,35549.0,4.0,210,0
Male,65.0,1,30.0,1,1-2 Year,No,45508.0,26.0,200,0
Male,54.0,1,28.0,0,> 2 Years,Yes,46262.0,26.0,139,0
Female,22.0,1,30.0,1,< 1 Year,No,23708.0,152.0,21,0
Female,26.0,1,36.0,0,< 1 Year,Yes,2630.0,152.0,87,0
Male,43.0,1,8.0,0,1-2 Year,Yes,35229.0,124.0,80,0
Male,43.0,1,43.0,0,1-2 Year,Yes,27671.0,26.0,67,0
Male,32.0,1,41.0,1,< 1 Year,No,29127.0,152.0,12,0
Male,45.0,1,8.0,0,1-2 Year,Yes,44311.0,26.0,227,0
Male,45.0,1,28.0,0,1-2 Year,Yes,52959.0,26.0,135,1
Female,40.0,1,28.0,0,1-2 Year,Yes,36186.0,26.0,51,0
Female,43.0,1,8.0,0,1-2 Year,Yes,37948.0,26.0,117,1
Female,76.0,1,29.0,0,1-2 Year,Yes,64057.0,26.0,221,0
Female,24.0,1,36.0,0,< 1 Year,Yes,31903.0,152.0,37,0
Male,58.0,1,28.0,0,1-2 Year,No,32963.0,124.0,138,0
Female,23.0,1,6.0,1,< 1 Year,No,34103.0,152.0,94,0
Female,38.0,1,33.0,0,1-2 Year,Yes,27173.0,124.0,293,0
Male,46.0,1,46.0,0,1-2 Year,Yes,2630.0,124.0,109,0
Male,22.0,1,28.0,0,< 1 Year,Yes,47166.0,152.0,41,0
Male,57.0,1,3.0,0,1-2 Year,Yes,2630.0,157.0,53,0
Female,22.0,1,45.0,0,< 1 Year,No,29411.0,152.0,15,0
Male,60.0,1,28.0,1,1-2 Year,No,2630.0,152.0,163,0
Male,35.0,1,51.0,0,1-2 Year,Yes,44067.0,31.0,32,0
Female,25.0,1,8.0,1,< 1 Year,No,36528.0,152.0,54,0
Female,24.0,1,37.0,0,< 1 Year,No,40968.0,152.0,104,0
Female,31.0,1,8.0,1,< 1 Year,No,33212.0,152.0,135,0
Male,43.0,1,29.0,0,1-2 Year,Yes,26906.0,124.0,238,0
Male,26.0,1,36.0,0,< 1 Year,Yes,39164.0,152.0,37,0
Female,26.0,1,11.0,1,< 1 Year,No,70796.0,152.0,96,0
Female,50.0,1,28.0,0,1-2 Year,Yes,40335.0,26.0,204,1
Female,21.0,1,3.0,0,< 1 Year,Yes,22626.0,160.0,263,0
Female,61.0,1,41.0,1,1-2 Year,No,56180.0,124.0,27,0
Male,22.0,1,50.0,1,< 1 Year,No,2630.0,152.0,122,0
Male,57.0,1,5.0,0,> 2 Years,Yes,44557.0,26.0,189,1
Male,61.0,1,28.0,0,1-2 Year,Yes,64035.0,26.0,210,1
Male,25.0,1,15.0,0,< 1 Year,Yes,2630.0,152.0,206,0
Male,72.0,1,41.0,0,1-2 Year,Yes,41283.0,26.0,86,0
Male,24.0,1,37.0,0,< 1 Year,Yes,25154.0,152.0,168,0
Male,33.0,1,29.0,0,1-2 Year,Yes,58983.0,154.0,54,0
Male,73.0,1,28.0,0,1-2 Year,Yes,50834.0,122.0,237,0
Male,20.0,1,50.0,0,< 1 Year,Yes,27853.0,160.0,271,0
Male,42.0,1,3.0,1,1-2 Year,No,2630.0,124.0,15,0
Male,58.0,1,17.0,0,1-2 Year,Yes,27972.0,26.0,153,0
Female,30.0,1,28.0,1,< 1 Year,No,39530.0,124.0,299,0
Male,77.0,1,28.0,0,1-2 Year,Yes,40289.0,124.0,275,0
Female,25.0,1,47.0,0,< 1 Year,Yes,34105.0,26.0,154,0
Female,21.0,1,50.0,1,< 1 Year,No,2630.0,160.0,212,0
Male,45.0,1,28.0,0,1-2 Year,Yes,40060.0,124.0,166,0
Male,21.0,1,28.0,0,< 1 Year,Yes,2630.0,124.0,55,0
Female,37.0,1,31.0,0,1-2 Year,Yes,2630.0,124.0,105,0
Female,51.0,1,28.0,0,1-2 Year,Yes,31514.0,124.0,220,1
Female,64.0,1,29.0,0,1-2 Year,No,2630.0,124.0,98,0
Male,22.0,1,25.0,1,< 1 Year,No,22775.0,152.0,296,0
Male,25.0,1,2.0,1,< 1 Year,No,29253.0,152.0,70,0
Female,22.0,1,8.0,1,< 1 Year,Yes,28832.0,152.0,251,0
Male,36.0,1,11.0,0,1-2 Year,Yes,51818.0,124.0,237,0
Male,21.0,1,46.0,1,< 1 Year,No,27712.0,160.0,16,0
Male,60.0,1,41.0,0,1-2 Year,Yes,37989.0,124.0,298,0
Male,42.0,1,12.0,0,1-2 Year,Yes,27731.0,124.0,293,0
Male,44.0,1,28.0,1,1-2 Year,No,2630.0,124.0,133,0
Male,41.0,1,28.0,0,1-2 Year,Yes,29381.0,124.0,220,0
Male,24.0,1,37.0,1,< 1 Year,No,30997.0,152.0,12,0
Male,47.0,1,28.0,0,1-2 Year,Yes,36394.0,52.0,176,0
Male,30.0,1,22.0,1,< 1 Year,No,24011.0,152.0,150,0
Female,21.0,1,50.0,0,< 1 Year,No,43058.0,152.0,92,0
Female,25.0,1,36.0,1,< 1 Year,No,2630.0,152.0,82,0
Male,41.0,1,37.0,0,1-2 Year,Yes,26873.0,128.0,28,0
Female,46.0,1,33.0,0,1-2 Year,Yes,45694.0,26.0,250,0
Male,21.0,1,47.0,0,< 1 Year,Yes,43623.0,160.0,293,0
Male,49.0,1,8.0,0,1-2 Year,Yes,16679.0,29.0,196,0
Male,46.0,1,28.0,0,1-2 Year,Yes,36389.0,163.0,163,0
Male,48.0,1,33.0,0,1-2 Year,Yes,41916.0,9.0,90,0
Female,43.0,1,47.0,1,1-2 Year,No,37488.0,124.0,182,0
Female,23.0,1,29.0,1,< 1 Year,No,45535.0,26.0,177,0
Female,59.0,1,15.0,0,> 2 Years,Yes,46218.0,26.0,192,0
Female,27.0,1,21.0,1,1-2 Year,No,2630.0,157.0,157,0
Male,25.0,1,14.0,1,< 1 Year,No,27114.0,152.0,218,0
